"key","en","es","fr","de","ja"
"enc_trident_smg_desc","The Trident is a Planck-produced plasma weapon that saw limited distribution to human security forces. High-energy plasma arms are not well suited to automatic fire, so the Trident's bulky, multi-barreled design distributes heat and allows it to fire at high rates more efficiently.

Two fire modes are available: synchronized fire, where all barrels fire at once to combine into a single, heavy shot, and rapid fire, where barrels are cycled for a rapid spray of smaller shots.

Not the most powerful gun for its hefty size, but will do the trick when you need to throw lots of plasma at once.","El Tridente es un arma de plasma producida por Planck que se distribuyó de manera limitada a las fuerzas de seguridad humanas. Las armas de plasma de alta energía no se adaptan bien al fuego automático, por lo que el voluminoso diseño de varios cañones del Tridente distribuye el calor y le permite una alta cadencia de disparo de manera más eficiente.
 
Dispone de dos modos de disparo: sincronizado, donde todos los cañones disparan a la vez para realizar un solo tiro pesado, y racheado, donde los cañones se turnan para obtener una ráfaga rápida de disparos más pequeños.
 
Teniendo en cuenta su gran tamaño, no es un arma tremendamente poderosa, pero te servirá cuando necesites lanzar mucho plasma de una vez.","Le Trident est une arme à plasma produite par Planck dont la distribution est limitée aux forces de sécurité humaines. Les armes à plasma de haute énergie ne sont pas adaptées au tir automatique, alors le gros modèle multicanon du Trident distribue la chaleur et permet de tirer à une cadence élevée plus efficacement.

Deux modes de tir sont disponibles : le tir synchronisé, où tous les canons sont utilisés en même temps pour un tir unique et puissant, et le tir rapide où les canons sont utilisés en cycle pour une rafale de tirs plus légers.

Il n'est pas très puissant par rapport à sa taille encombrante, mais il fera l'affaire lorsque vous devez projeter beaucoup de plasma d'un coup.","Der Dreizack ist eine von Planck hergestellte Plasmawaffe, die in begrenztem Umfang an menschliche Sicherheitskräfte verteilt wurde. Hochenergetische Plasmawaffen eignen sich nicht gut für automatisches Feuer, daher verteilt das sperrige, mehrläufige Design der Dreizacke die Hitze und ermöglicht es, effizienter mit hohen Raten zu feuern.
 
 Es gibt zwei Feuermodi: synchronisiertes Feuer, bei dem alle Läufe gleichzeitig feuern und sich zu einem einzigen, schweren Schuss vereinen, und Schnellfeuer, bei dem die Läufe für einen schnellen Sprühregen kleinerer Schüsse zirkulieren.
 
 Für seine Größe ist der Dreizack nicht die leistungsstärkste Waffe, aber er erfüllt seinen Zweck, wenn du eine Menge Plasma auf einmal abfeuern musst.","The Trident is a Planck-produced plasma weapon that saw limited distribution to human security forces. High-energy plasma arms are not well suited to automatic fire, so the Trident's bulky, multi-barreled design distributes heat and allows it to fire at high rates more efficiently.

Two fire modes are available: synchronized fire, where all barrels fire at once to combine into a single, heavy shot, and rapid fire, where barrels are cycled for a rapid spray of smaller shots.

Not the most powerful gun for its hefty size, but will do the trick when you need to throw lots of plasma at once."
"enc_trident_smg_stats","CLASS: Submachine Gun
MANUFACTURER: <link=[quot]Organizations/Planck Interdimensional[quot]>Planck Interdimensional</link>
FIRES: Plasma","CLASE: Subfusil
FABRICANTE: <link=[quot]Organizations/Planck Interdimensional[quot]>Planck Interdimensional</link>
MUNICIÓN: Plasma","CLASSE : pistolet mitrailleur
FABRICANT : <link=[quot]Organizations/Planck Interdimensional[quot]>Planck Interdimensional</link>
TIRE : plasma","KLASSE: Maschinenpistole
 HERSTELLER: <link=[quot]Organizations/Planck Interdimensional[quot]>Planck Interdimensional</link>
 FEUERT: Plasma","CLASS: Submachine Gun
MANUFACTURER: <link=[quot]Organizations/Planck Interdimensional[quot]>Planck Interdimensional</link>
FIRES: Plasma"
"enc_trident_smg_sub","triple threat","Amenaza triple","triple menace","dreifache Bedrohung",triple threat
"enc_trimoloch","Trimoloch","Trimoloch","Trimoloch","Trimoloch",Trimoloch
"enc_trimoloch_desc","An aggressive and very hardy fish. Trimoloch anatomy closely resembles prehistoric bony-headed fish which went extinct millions of years ago, suggesting evolution that converges at some distant point in the past.

Like most fish, they cannot survive out of water, so they rarely pose a threat within the reactor. However, when in water, they are extremely difficult to kill.","Un pez agresivo y muy resistente. La anatomía del trimoloch se parece mucho a la de los peces prehistóricos de cabeza huesuda que se extinguieron hace millones de años, lo que sugiere una evolución que converge en algún punto distante del pasado.
 
Como la mayoría de los peces, no pueden sobrevivir fuera del agua, por lo que rara vez representan una amenaza en el reactor. Sin embargo, cuando están en el agua, son extremadamente difíciles de matar.","Un poisson hargneux et très robuste. L'anatomie du Trimoloch ressemble étroitement au poisson préhistorique à tête osseuse disparu il y a des millions d'années, suggérant une évolution convergente à un certain point du passé.

Comme la plupart des poissons, le trimoloch ne survit pas hors de l'eau, il pose donc rarement une menace au sein du réacteur. En revanche, il est extrêmement difficile à tuer dans l'eau.","Ein aggressiver und sehr widerstandsfähiger Fisch. Die Anatomie des Trimolochs ähnelt prähistorischen Knochenfischen, die vor Millionen von Jahren ausgestorben sind, was darauf hindeutet, dass die Evolution an einem weit entfernten Punkt in der Vergangenheit zusammenläuft.
 
 Wie die meisten Fische können sie außerhalb des Wassers nicht überleben, sodass sie innerhalb des Reaktors nur selten eine Gefahr darstellen. Wenn sie jedoch im Wasser sind, sind sie extrem schwer zu töten.","An aggressive and very hardy fish. Trimoloch anatomy closely resembles prehistoric bony-headed fish which went extinct millions of years ago, suggesting evolution that converges at some distant point in the past.

Like most fish, they cannot survive out of water, so they rarely pose a threat within the reactor. However, when in water, they are extremely difficult to kill."
"enc_trimoloch_stats","SCIENTIFIC NAME: Dunkleosteus Trimoloch
UNIVERSE OF ORIGIN: <link=0>B6454</link>
CLASSIFICATION: FA-H:4
","NOMBRE CIENTÍFICO: Dunkleosteus trimoloch
UNIVERSO DE ORIGEN: <link=0>B6454</link>
CLASIFICACIÓN: FA-H:4","NOM SCIENTIFIQUE : Dunkleosteus Trimoloch
UNIVERS D'ORIGINE : <link=0>B6454</link>
CLASSIFICATION : FA-H:4","WISSENSCHAFTLICHER NAME: Dunkleosteus Trimoloch
 HERKUNFTSUNIVERSUM: <link=0>B6454</link>
 KLASSIFIKATION: FA-H:4","SCIENTIFIC NAME: Dunkleosteus Trimoloch
UNIVERSE OF ORIGIN: <link=0>B6454</link>
CLASSIFICATION: FA-H:4
"
"enc_trimoloch_sub","ichthy","Pescado primitivo","Ichthus","ichthy",ichthy
"enc_trith","Trith","Trith","Trith","Trith",Trith
"enc_trith_desc","Trith are a poorly understood sapient species. Their skeletons are extremely fragile, seemingly adapted to lower gravity, and they rarely survive arrival in the quantum reactor.

Along with their rarity, this has made it impossible to learn more about their origins. We can only speculate they come from a Skall-Harmonic universe, with an Earth of much lower mass.

They do commonly wear clothes made of advanced synthetic materials, suggesting an advanced technological civilization.","Los trith son una especie inteligente poco conocida. Sus esqueletos, extremadamente frágiles, parecen adaptados a una gravedad más baja, y rara vez sobreviven a la llegada al reactor cuántico.
 
Esto y su rareza han hecho que sea imposible aprender más sobre sus orígenes. Solo podemos especular que provienen de un universo skallarmónico, y de una versión de la Tierra dotada de una masa mucho menor.
 
Por lo general, usan ropa hecha de materiales sintéticos avanzados, lo que sugiere una civilización tecnológica avanzada.","Les Triths sont une espèce douée d'intelligence mal comprise. Leurs squelettes sont d'une extrême fragilité, apparemment adaptés à une gravité plus faible. Ils survivent rarement à leur arrivée dans le réacteur quantique.

Ajoutez à cela le fait qu'ils sont rares et vous comprenez pourquoi c'est impossible d'en savoir plus sur leurs origines. Nous pouvons avancer qu'ils viennent d'un univers Skall-Harmonic, avec une Terre d'une masse bien inférieure.

Ils portent généralement des vêtements fabriqués avec des matières synthétiques sophistiquées, ce qui suggère une civilisation technologique avancée.","Die Trith sind eine kaum erforschte Spezies von Intelligenz. Ihre Skelette sind extrem zerbrechlich, anscheinend an die geringere Schwerkraft angepasst, und sie überleben nur selten die Ankunft im Quantenreaktor.
 
 Zusammen mit ihrer Seltenheit hat dies dazu geführt, dass wir nichts über ihre Herkunft erfahren konnten. Wir können nur spekulieren, dass sie aus einem Skall-Harmonischen Universum stammen, in dem die Erde eine viel geringere Masse hat.
 
 Sie tragen häufig Kleidung aus hoch entwickelten synthetischen Materialien, was auf eine fortschrittliche technologische Zivilisation schließen lässt.","Trith are a poorly understood sapient species. Their skeletons are extremely fragile, seemingly adapted to lower gravity, and they rarely survive arrival in the quantum reactor.

Along with their rarity, this has made it impossible to learn more about their origins. We can only speculate they come from a Skall-Harmonic universe, with an Earth of much lower mass.

They do commonly wear clothes made of advanced synthetic materials, suggesting an advanced technological civilization."
"enc_trith_stats","SCIENTIFIC NAME: Trithus Sapiens
UNIVERSE OF ORIGIN: Unknown
CLASSIFICATION: FA-H:0","NOMBRE CIENTÍFICO: Trithus sapiens
UNIVERSO DE ORIGEN: Desconocido
CLASIFICACIÓN: FA-H:0","NOM SCIENTIFIQUE : Trithus Sapiens
UNIVERS D'ORIGINE : inconnu
CLASSIFICATION : FA-H:0","WISSENSCHAFTLICHER NAME: Trithus Sapiens
 HERKUNFTSUNIVERSUM: Unbekannt
 KLASSIFIKATION: FA-H:0","SCIENTIFIC NAME: Trithus Sapiens
UNIVERSE OF ORIGIN: Unknown
CLASSIFICATION: FA-H:0"
"enc_trith_sub","unfortunate fate","Destino desafortunado","destin malheureux","unglückliches Schicksal",unfortunate fate
"enc_troll","Troll","Trol","Troll","Troll",Troll
"enc_troll_desc","Very few Trolls have been documented, and none have been successfully captured. Extrapolating from known Gremlin genus biology, trolls can be inferred to have superhuman brain mass and intelligence. Trolls are capable of manipulating spacetime itself with powerful psychokinetic ability, but mostly use this ability for passive self preservation.

Behavioral analysis of trolls determines that, while sapient, their psychology differs wildly from humans'. While a single troll could - easily - take control of the entire Quantum Reactor facility, they prefer to rest in damp caves creating art, playing music, and writing poetry.

Notable Individuals: <link=1>Nani</link>","Se han documentado muy pocos troles y ninguno ha sido capturado con éxito. Basándonos en la biología conocida del género diablillo, se puede inferir que los troles tienen una masa cerebral e inteligencia sobrehumanas. Los troles están dotados de una poderosa habilidad psicoquinética que les permite manipular el espacio-tiempo, pero la mayoría solo la usa para la autopreservación pasiva.
 
El análisis del comportamiento de los troles determina que, si bien son inteligentes, su psicología difiere enormemente de la de los humanos. A pesar de que un solo trol podría, fácilmente, tomar el control de todo el reactor cuántico, prefieren descansar en cuevas húmedas creando arte, tocando música y escribiendo poesía.
 
Individuo destacable: <link=1>Nani</link>","On a peu de données sur les trolls et personne n'est jamais parvenu à en capturer un. Extrapolant de la biologie connue du genre des lutins, on peut en déduire que les trolls sont dotés d'une masse cérébrale et d'une intelligence surhumaines. Ils peuvent manipuler l'espace-temps grâce à un grand pouvoir psychocinétique, mais il l'utilise principalement pour la préservation passive de leur espèce.

L'analyse comportementale des trolls détermine que, bien qu'intelligents, leur psychologie diffère grandement de celle des humains. Si un seul troll peut (facilement) prendre le contrôle du réacteur quantique, ils préfèrent rester dans les grottes humides à créer des œuvres artistiques, jouer de la musique et écrire des poèmes.

Individu notable : <link=1>Nani</link>","Es gibt nur sehr wenige dokumentierte Trolle und keiner wurde bisher erfolgreich gefangen. Aus der Biologie der Gremlins lässt sich ableiten, dass Trolle eine übermenschliche Gehirnmasse und Intelligenz haben. Trolle sind in der Lage, die Raumzeit selbst mit mächtigen psychokinetischen Fähigkeiten zu manipulieren, nutzen diese Fähigkeit aber hauptsächlich zum passiven Selbsterhalt.
 
 Eine Verhaltensanalyse der Trolle hat ergeben, dass sie zwar intelligent sind, sich aber in ihrer Psychologie stark von den Menschen unterscheiden. Während ein einzelner Troll mit Leichtigkeit die Kontrolle über den gesamten Quantenreaktor übernehmen könnte, ruhen sie sich lieber in feuchten Höhlen aus, wo sie Kunstwerke schaffen, Musik machen und Gedichte schreiben.
 
 Erwähnenswerte Individuen: <link=1>Nani</link>","Very few Trolls have been documented, and none have been successfully captured. Extrapolating from known Gremlin genus biology, trolls can be inferred to have superhuman brain mass and intelligence. Trolls are capable of manipulating spacetime itself with powerful psychokinetic ability, but mostly use this ability for passive self preservation.

Behavioral analysis of trolls determines that, while sapient, their psychology differs wildly from humans'. While a single troll could - easily - take control of the entire Quantum Reactor facility, they prefer to rest in damp caves creating art, playing music, and writing poetry.

Notable Individuals: <link=1>Nani</link>"
