key,ja
enc_voidnectar_desc,"ヴォイドエネルギーの基質を保持できる、複雑な化合物。様々な儀式や産業のために<link=0>ハイパーキューブ教会</link>内で合成されている。教会の洗礼式で少量のヴォイドネクターを消費しているという噂がある。

教会では大量のネクターを消費し、使用後は海に投棄している。

見た目や味は血液に非常に似ている。"
enc_voidnectar_stats,"カテゴリー: 物質
クラス: エキゾチック"
enc_voidnectar_sub,血肉
enc_warper,ワープ・ラーヴァ
enc_warper_desc,"採掘セクター以外では目撃例がない、ユニークな生命体。その外見や預言者の話からするとまだ幼体で、成長すると遥かに大きく強力な成体になるらしい。思い通りにワープでき、使用に制限はないものと見られる。

攻撃性は一切なく、点滅するカラフルな光に興味を持つようだ。"
enc_warper_stats,"学名: 未命名
起源宇宙: 不明
分類: 未分類"
enc_warper_sub,泣き喚く幼子
enc_weapon_mod_synthesizer,改造パーツ合成装置
enc_weapon_mod_synthesizer_desc,"<link=2>プランク</link>の改造パーツ合成装置は、上級セキュリティチームだけに支給される便利で貴重なツールだ。安全上の観点から、パーツのみ合成できるよう制限されていて、武器自体を合成することはできない。

物質合成テクノロジーは発展途上にあるため、プランクの合成装置は大きく、高価で、使い切りとなっている。<link=0>ブライアン</link>が小型化してBAMMに組み込んだ弾薬合成装置は、遥かに大きな進歩を遂げたものだ。"
enc_weapon_mod_synthesizer_stats,"カテゴリー: デバイス
クラス: セキュリティ"
enc_weapon_mod_synthesizer_sub,RPG要素
enc_worker_bot,ワーカーボット
enc_worker_bot_desc,"稼働中のリアクターコアに人間を配備すれば、放射線の影響やエイリアンとの遭遇による死亡事故で人員交代が多発することになるだろう。PW-00は、単純な機械では自動化できないリアクター内のタスクを人間の代わりに担うために開発されたモデルだ。人間よりもわずかにコストは高くなるが、与えられた役割を果たすのに十分な力と知性を有している。

特筆すべき戦闘能力は、ない。"
enc_worker_bot_stats,"ユニット名: PW-00
役割: 労働者
メーカー: <link=0>プランク・インターディメンショナル</link>"
enc_worker_bot_sub,労働者よ、団結せよ！
enc_xynfly,ジンフライ
enc_xynfly_desc,"非常に大きい以外は、これといって特筆すべき点の少ない昆虫。スズメバチのようにコロニーを形成するが、噛みつく以外の攻撃手段を持たず、力も弱いため危険は少ない。視覚が非常に発達していて、生物発光によるシグナルはフェロモンでは届かないような離れた距離まで届く。

個体サイズが大きく、繁殖が比較的遅いため、大量発生を防ぐのは容易だ。"
enc_xynfly_stats,"学名: シアラ・インゲンス
起源宇宙: <link=0>438-エウリュディケ</link>
分類: FA-H:1"
enc_xynfly_sub,受粉
encCat_Creatures,生物
encCat_Individuals,人物
encCat_Locations,ロケーション
encCat_Miscellaneous,その他
encCat_Organizations,組織
encCat_Robots,ロボット
encCat_Secret Weapons,シークレットウェポン
encCat_Universes,並行宇宙
encCat_Weapons,武器
gun_altershock,オルターショック
gun_annihilator,アナイアレイター
gun_ionizer,イオナイザー
gun_meatnailer,ミートネイラー
gun_phagelauncher,ファージランチャー
gun_trident,トライデント
intro_theend,The End
intro_oftheelevator,"of the Introductory
Elevator Ride"
kauboi_graffiti_00,"彼の者、カウアーにて我を見つけるに能わず
我、雌伏の時を過ごす
今、この時を以て
ヴォイドの暴食は終焉を迎える"
kauboi_graffiti_01,"砂塵と血、石と罪
鉄の鎖、骸の微笑み
忘れられし者たちは恐れるに足らず
エーテルこそ我が聖域"
kauboi_graffiti_02,"ハイパーキューブの紅き輝きに目をやる
憎悪の過去としてではなく
明るく平和な未来の可能性
死をもたらすのが運命など認めない
大量破壊のためだけに生み出された存在が
かの宙にてようやく手に入れた平穏
それが奪われることが恐ろしい
デレゲーションの欲望は底知れない
見よ、足下の平和は破壊されてしまった
紅き光が再び鮮血に反射している
何故このような争いが起きてしまうのか
かつての姿を思い出してくれさえすれば"
kauboi_graffiti_03,"詩が汝に告げる
デレゲーションの走狗たる奴らの運命を。
ヴォイドの創造に穢されし汝の肉体
我が召喚に応じ、カウアーに現われ出でよ。
我が真実の知識を求めよ
さすれば汝に運命を取り戻す機会を与えん。
永劫の忍耐を以て我は待つ
ヴォイドさえ及ばぬ荒野の西にて。"
kauboi_graffiti_04,"詩が汝に告げる
我が言葉が届くのは唯奴らのみ。
この領域ではかの暗闇からは逃れ得ぬ、
エーテルへと至り我が声を聞け。
優しき手の導きに耳を傾け、
大海原での言葉を思い出せ。
かの無謀とも思える計画に挑むのだ
ヴォルテックスが汝を導くだろう。"
loadingTip_custom_name,豆知識: 「{0}」と名付けられた人は、このゲームをプレイするのが他の人と比べて最大{1}%下手であることが調査で判明しています。
loadingTips,"Tip: 敵を殺せば勝利します。敵に殺されれば敗北します。
Tip: ヘルスが0になると死亡します。ヘルスが-7,000になると脱肛します。
Tip: 腕に付けているBAMMがヘルスの50%までは自然回復してくれる。
Tip: VRで手を動かしたい時は、現実で手を動かしてみよう。
Tip: 武器を切り替えて柔軟に対応しよう。
Tip: 絶対に、いかなるときも、どこでも、誰でも、誰に対しても、誰といても、何があっても、どんな理由があっても、何があっても、何がなんでも、どんな風にも、してはいけない。
Tip: 銃に弾薬を入れるとリロードできる。
Tip: 探索を忘れずに。何か見つかるかもしれない。
Tip: エイリアンと交尾しようとしないでくれ。
Tip: 誰も信じてはいけない。
スタックしたり、飽きたり、チートを使いたい時はチルダキーを押して開発者コンソールを開いてみよう。
Tip: 素早く遮蔽に入りたい時はテレポートが便利だ。
Tip: スムーズ移動方式でも、テレポートを使うのを忘れないように。
Tip: タンクの爆発で大体の相手は殺せる。周囲の環境を利用して有利に立ち回ろう。
Tip: ほとんどの敵はクリティカルダメージが発生する弱点を持つ。精密な射撃は役に立つ。
Tip: 移動せずに戦闘していると、追い詰められてしまうぞ。
Tip: 一部のロボットは、威嚇射撃を受けると遮蔽物に隠れる。何発か撃つと時間稼ぎになるぞ。
Tip: ゲームが難しいと感じたら、諦めよう。
Tip: ゲームが面白くなかったら、開発者に文句を送りつけよう。
Tip: バグを見つけたら報告しないでおきましょう。こちとら十分忙しいのでね。
豆知識: ナニーはあなたの住所を知っている。
豆知識: ナニーはいま窓越しにあなたを見ているが、VRをしているあなたからは見えない。
豆知識: ナニーがあなたの家に侵入しました。
豆知識: ナニーがあなたの冷蔵庫を開けて食料を漁っています。
豆知識: Steamに低評価レビューを残すと、ナニーがあなたの家までぶん殴りに行きます。
豆知識: 銃が登場するVRゲームはVertigo 2が初めてです。
豆知識: エイリアンとロボットが一緒に登場するゲームはVertigo 2が初めてです。
豆知識: Vertigo 2は歴史上、最初のゲームです。
豆知識: そろそろ、このロード画面を書くのも飽きてきた。
豆知識: こんな暴力的なゲームを遊ぶなんて、あなたは悪人ですね。
豆知識: BAMMのヘルスゲージは、実際に死の恐怖を持つ人工意識です。
豆知識: ジョージェフは物理的な痛みを感じませんが、感情的な痛みは感じます。
豆知識: 各領域において、光速は数メートル/秒しか違いがない。
Tip: がんばれ。
Tip: 練習すればGit上達する。
Tip: ショットガンは目標に接近した時が最も有効だ。
Tip: すべてを浄化するプラズマの嵐を、ロボット連中の機械の身体に降らせろ。その何も感じない冷たい魂に、真の恐怖を刻み込んでやれ。
Tip: 余った弾薬はすべてロボットの体内に保管してあげよう。
Tip: 剣を使えば弾切れになることはない。その剣が弾薬を使わない限りはね。
Tip: ゲームが難しすぎると感じたら、80年代の映画によくあるトレーニングのシーンを真似してみよう。
Tip: 自分が好きなことを他人の意見で止めるのはよくない。例えそれが、ぽっちゃりボディにタルタルソースをガロン単位で塗る行為であってもね。
Tip: 次に飛行機に乗る時は火災報知器にイタズラしてみよう。
Tip: VRで叫ぶと周りに聞こえる。
Tip: VRゲームで遊ぶときは明かりを消そう。電気を大切にね。
神が存在するとしたら、全人類の罪に罰を与えるだろう。
Tip: 一日中VRゲームをしてないで、小型軍艦でロシアに領海侵犯してみてはどうかな。
Tip: 幼児より大きなカニには近付かないほうがよい。
Tip: 巨大カニのハサミに捕まって逃げられない時は、カニゴッドのカルキヌスに猫缶を捧げて赦しを乞うのだ。
Tip: 7.62x39mm弾の方が使いやすいのに、レーザーやプラズマなんて要る？
Tip: こんな世界でソマリアの偽造パスポートを売っても、大したものは得られない。
豆知識: 僕には口がないから叫びたくても叫べない。
豆知識: 実は誰もティンパニーの綴りを知らない。
Tip: いかなる状況でも素早くリロードできるのは重要だ。練習して完璧を目指そう。
Tip: ほとんどの銃は両手で持つことで安定させられる。これには反動を低減する効果もある。
Tip: 銃をしばらく使わないでいると自動的にリロードされる。この機能はオプションでオフにできる。
Tip: どんな敵にも長所と弱点がある。それぞれ適切なアプローチを見つけよう！
Tip: テレポートを連発するとクールダウンが発生する。長い距離を少ない回数で効率的にテレポートしよう。
Tip: 謎の未確認キノコを食べてはいけない。
Tip: 謎の未確認キノコを食べてみよう。
Tip: ゲーム全体で6種類のシークレットウェポンが隠されている。
Tip: シークレットウェポンの中には、見つけやすいものもあれば、巧妙に隠されているものもある。
Tip: ホイールメニューを開いてトリガーを押すと、シークレットウェポンにアクセスできる。
Tip: 気に入らない改造パーツがあったら、ポーズメニューから無効化できる。
Tip: 図鑑で敵の情報を調べてみよう。思わぬ弱点が見つかるかもしれない。
豆知識: ナニーはたとえ手助けできる状況でも、あなたを助けてはくれない。
Tip: 銃が作動しない時は、リロードしてみよう。
Tip: 弾薬がなくなった時は、回復するまで待つよりも武器を切り替えたほうが賢い。
Tip: 強力な武器を迷わず使ってみよう。時間が経てば弾薬は補充される！
豆知識: ここから先、ゲームはますます悪い方向に進む。
Tip: 行き詰まった？ 他の武器やプレイスタイルを試してみよう。方法はあるはずだ。
Tip: 一部の強力な銃は、複数の敵やシールドさえも貫通する。
Tip: 超大型の敵は、頭よりも眼が弱点かもしれない。
Tip: 速度が遅い弾丸は撃ち落とすことができる。ホーミング弾には特に有効だ！
Tip: 移動方式オプションから、ジャンプ機能を有効にできる。
Tip: 吐き気を感じたら休憩をとるか、快適性や移動方式のオプションを見直そう。
Tip: 一部の敵は、一定量のダメージやクリティカルダメージが発生するとノックバックすることがある。
Tip: セキュリティロボットは通信であなたの位置を共有している。
Tip: 一部のステージやボス戦では、特定の武器しか使用できないことがある。他の武器は保管してあるのでご安心あれ。
Tip: プレイ済みのステージからやり直して、取り逃した改造パーツを回収できる。
Tip: 一部の敵は、特定のダメージタイプが弱点になっていることがある。
Tip: 図鑑登録通知を受け取った時にポーズすれば、すぐにそのページが開く。
Tip: テレポート中もダメージは食らう。ローリングをしてる訳じゃないんだ。
Tip: 敵、特にボスに背を向けるべきではない。"
