key,en,es,fr,de
enc_sapling_desc,"ハートツリーが備える防衛機構の一つ。サプリン兵はツリーがエネルギーを注入した樹液の塊で、ハートフルーツを守るためだけに命を与えられている。ツリーの木材を用いた原始的な武器をよく用いる。

彼らは生命体というより、ハートツリーの操り人形だ。","Uno de los mecanismos defensivos del árbol corazón. Los retoños son montones de savia imbuidos de la energía del árbol, lo que les da vida con el único propósito de proteger al árbol corazón. Suelen empuñar armas primitivas hechas con la madera del árbol.
 
No están completamente vivos, solo son proyecciones del árbol corazón.","L'un des mécanismes de défense de l'arboricœur. Les jeunes pousses sont des masses molles de sève imprégnée de l'énergie de l'arbre qui leur donne naissance dans le but unique de protéger le fruiticœur. Elles utilisent souvent des armes primitives fabriquées à partir du bois de l'arbre.
Elles ne sont pas totalement vivantes, ce sont de simples projections de l'arboricœur.","Einer der Verteidigungsmechanismen des Herzbaums. Setzlinge sind Safttropfen, die mit der Energie des Baumes durchtränkt sind und zum Leben erweckt werden, um die Herzfrucht zu schützen. Sie führen oft primitive Waffen aus dem Holz des Baumes.
 
 Sie sind nicht lebendig, sondern nur Projektionen des Herzbaums."
enc_sapling_stats,"学名: N/A
起源宇宙: <link=0>438-エウリュディケ</link>
分類: FA-H:3","NOMBRE CIENTÍFICO: N/A
UNIVERSO DE ORIGEN: <link=0>438-Eurydice</link>
CLASIFICACIÓN: FA-H:3","NOM SCIENTIFIQUE : N/D
UNIVERS D'ORIGINE : <link=0>438-Eurydice</link>
CLASSIFICATION : FA-H:3","WISSENSCHAFTLICHER NAME: K. A.
 HERKUNFTSUNIVERSUM: <link=0>438-Eurydice</link>
 KLASSIFIKATION: FA-H:3"
enc_sapling_sub,ベトベト,Pegajoso,"ça colle",klebrig
enc_saplord,サプリンロード,"Señora de la savia",Sèveur,Saftlord
enc_saplord_desc,"サプリンロードはハートツリーの最終防衛ラインだ。比較的小さくて危険も少ない<link=1>サプリン兵</link>と違って、サプリンロードはツリーから独立したエンティティである。(ツリーのバイオマスから作られるため、別種としては分類されていない)

それはツリーにできる頭蓋骨状のポリープから始まり、成長すると比較的複雑な神経系を有するようになってツリーから分離する。そしてハートツリーと連携し、樹液やその他の材料から身体を形成できるようになる。

サプリンロードはその巨大な質量と力を利用して敵を圧倒する。また、敵に樹液の塊を投げつけて身動きを取れなくすることもある。サプリン兵と同様、ツリーの材料を使ってクラブやハンマーといった即席の武器を作り出す。

サプリンロードが倒されると別のポリープが生み出され、数週間で成長を遂げる。","La señora de la savia es la última línea de defensa del árbol corazón. A diferencia de los <link=1>retoños</link> mucho más pequeños y menos peligrosos, la señora de la savia es una entidad independiente del árbol (aunque no se clasifica como una especie separada, ya que está hecho de la biomasa del árbol). 
 
Crece de un pólipo de madera que toma la forma de un cráneo y se desprende del árbol al alcanzar la madurez tras desarrollar un sistema nervioso relativamente complejo en su interior. En ese momento es capaz de coordinarse con el árbol corazón para formar un cuerpo hecho de savia y de otros materiales del árbol. 
 
La señora de la savia usa su inmensa masa y fuerza para dominar a los enemigos. También puede lanzar montones de savia para inmovilizarlos. Al igual que los retoños, la señor de la savia construye resistentes armas improvisadas, como garrotes y martillos, a partir de los materiales del árbol.
 
Cuando se mata a una señora de la savia, otro comienza a gestarse y completa su desarrollo en cuestión de semanas.","Le sèveur est la dernière ligne de défense de l'arboricœur. Contrairement aux <link=1>jeunes pousses</link> plus petites et moins dangereuses, le sèveur est une entité indépendante de l'arbre (bien qu'il ne soit pas classé comme une espèce séparée, car il est constitué de la biomasse de l'arbre).

Il pousse d'un polype de bois qui prend la forme d'un crâne et se détache de l'arbre une fois qu'il atteint la maturité, avec un système nerveux relativement complexe à l'intérieur. Il est alors capable de coordonner avec l'arboricœur pour former un corps de sève et d'autres matériaux d'arbre.

Le sèveur utilise son énorme masse et sa grande force pour écraser ses ennemis. Des gouttes de sève peuvent également être projetées pour immobiliser l'ennemi. Tout comme les jeunes pousses, le sèveur construit des armes de fortune solides, comme des gourdins et des marteaux, à partir des matériaux de l'arbre.

Lorsqu'un sèveur est éliminé, un autre commence sa gestation. En quelques semaines, il sera complètement développé.","Der Saftlord ist die letzte Verteidigungslinie des Herzbaums. Im Gegensatz zu den viel kleineren und weniger gefährlichen <link=1>Setzlinge,</link> ist der Saftlord ein vom Baum unabhängiges Wesen (obwohl er nicht als eigene Art eingestuft wird, da er aus der Biomasse des Baumes besteht). 
 
 Er wächst aus einem hölzernen Polypen heran, der die Form eines Schädels annimmt und sich bei Erreichen der Reife vom Baum ablöst und ein relativ komplexes Nervensystem enthält. Er ist dann in der Lage, sich mit dem Herzbaum zu koordinieren und einen Körper aus Saft und anderem Baummaterial zu bilden. 
 
 Der Saftlord nutzt seine immense Masse und Stärke, um seine Feinde zu überwältigen. Er wirft auch Saftklumpen, um andere bewegungsunfähig zu machen. Wie Setzlinge baut der Saftlord aus den Materialien des Baumes robuste Behelfswaffen wie Keulen und Hämmer.
 
 Wenn ein Saftlord getötet wird, beginnt die Trächtigkeit eines neuen Saftlords, der innerhalb weniger Wochen voll ausgewachsen ist."
enc_saplord_stats,"学名: N/A
起源宇宙: <link=0>438-エウリュディケ</link>
分類: FA-H:7","NOMBRE CIENTÍFICO: N/A
UNIVERSO DE ORIGEN: <link=0>438-Eurydice</link>
CLASIFICACIÓN: FA-H:7","NOM SCIENTIFIQUE : N/D
UNIVERS D'ORIGINE : <link=0>438-Eurydice</link>
CLASSIFICATION : FA-H:7","WISSENSCHAFTLICHER NAME: K. A.
 HERKUNFTSUNIVERSUM: <link=0>438-Eurydice</link>
 KLASSIFIKATION: FA-H:7"
enc_saplord_sub,ツリーに語りかけます,"Habla en nombre del árbol","le grand sauveur de l'arbre","sie spricht für den Baum"
enc_security_stronghold,セキュリティ大本営,"Baluarte de seguridad","Bastion de sécurité",Sicherheitshochburg
enc_security_stronghold_desc,"セキュリティ大本営はリアクターコアを守る最終防衛ラインだ。ここはセキュリティ活動の拠点であり、コアへの要衝であり、物理的な関門でもある。

コアのアクセスコントロールは4箇所の独立した制御室を通して行なわれる。通常、どれか1箇所でロックの解除を試みたとしても、他の3箇所のいずれかで遮断されてしまう。幸い、コア蒸発の危険が差し迫っているためセキュリティが手薄になっているようだ。

巨大な力場発生装置によって強化されており、リアクター周辺が崩落したとしてもピラミッド構造が壊れることはない。","Los baluartes de seguridad son la última capa de seguridad que protege el núcleo del reactor. Son al mismo tiempo un centro para la actividad de seguridad, un cuello de botella para el acceso al núcleo y una barrera física.

El acceso se controla a través de cuatro oficinas de mando gestionadas de forma independiente. En circunstancias normales, cualquiera de las otras tres podría interrumpir rápidamente cualquier intento de entrar en una. Afortunadamente, las fuerzas de seguridad están un poco dispersa ante la inminente evaporación del núcleo.
 
Inmensos generadores de campos de fuerza fortalecen la estructura piramidal, manteniéndola intacta incluso cuando el resto del reactor se derrumba a su alrededor.","Les bastions de sécurité sont le dernier niveau de protection du cœur du réacteur. Ils représentent un centre d'activité relative à la sécurité, un goulet d'étranglement pour l'accès au cœur et en même temps, une barrière physique.

Son accès est contrôlé par quatre postes de contrôle tenus indépendamment. En temps normal, toute tentative d'effraction dans l'un de ces postes pourrait être rapidement mise en échec par l'un des trois autres. Heureusement, la sécurité est un peu relâchée avec la perspective de l'évaporation imminente du cœur.

D'immenses générateurs de champs de force renforcent la structure pyramidale, permettant de la garder intacte alors que le reste du réacteur s'effondre tout autour.","Sicherheitshochburgen sind die letzte Sicherheitsschicht, die den Reaktorkern schützt. Sie sind ein Knotenpunkt für Sicherheitsaktivitäten, ein Sperrpunkt für den Zugang zum Kern und eine physische Barriere in einem. 
 
 Der Zugang wird über vier unabhängig voneinander besetzte Kommandobüros kontrolliert. Unter normalen Umständen könnte jeder Versuch, in eine der Zentralen einzudringen, von einer der drei anderen schnell unterbunden werden. Glücklicherweise sind die Sicherheitsvorkehrungen angesichts der bevorstehenden Kernverdampfung etwas verstreut.
 
 Riesige Kraftfeldgeneratoren befestigen die Pyramidenstruktur und halten sie intakt, selbst wenn der Rest des Reaktors um sie herum zusammenbricht."
enc_security_stronghold_stats,"ロケーション: <link=0>リアクターコア</link>","LOCALIZACIÓN: <link=0>Núcleo del reactor</link>","LIEU : <link=0>Cœur du réacteur</link>","ORT: <link=0>Reaktorkern</link>"
enc_security_stronghold_sub,バスプロ,"Pirámide moderna","base fortifiée",Bassprofi
enc_shelljelly,シェルジェリー,Conchameba,"Coque de poix",Panzerglibber
enc_shelljelly_desc,"シェルジェリーは<link=1>タージェリー</link>と密接に関連していて、生物学上は基本的に同じものだ。しかしシェルジェリーの体は、発達したキチン質の殻の中に覆われている。中身は安定した形状を保つために強い張力が働いており、その大部分が殻によって固定されている。殻が壊れた場合、体の構造を保つことができなくなり、短時間で大爆発する。

その可愛らしい見た目に反して防衛本能が非常に強く、近づいた者を固化したゲル状のトゲで攻撃する。","Las conchamebas están estrechamente relacionadas con las <link=1>alquitramebas</link>, y comparten la misma biología básica. Sin embargo, a las conchamebas les crece un caparazón quitinoso que contiene su cuerpo. Cuando adquieren esta forma más estable, sus órganos se someten a una gran presión, y ese caparazón los mantiene en su sitio. Si este se rompe, no pueden mantener la estructura de su cuerpo y estallan con gran fuerza después de un corto tiempo.
 
A pesar de su apariencia amigable, las conchamebas son muy defensivas y atacarán con púas de baba endurecida si alguien se acerca.","Les coques de poix sont très proches des <link=1>boules de poix,</link> et partagent la même biologie de base. Toutefois, les coques de poix sont dotées d'une coquille chitineuse dans laquelle elles conservent leur corps. Leurs parties internes subissent une tension extrême pour maintenir cette forme plus stable. C'est leur coquille qui les maintient largement en place. Si la coquille se casse, ces créatures ont du mal à conserver leur structure corporelle et explosent rapidement avec une grande force.

Malgré leur apparence sympathique, les coques de poix sont très défensives et attaquent avec des pics visqueux durcis si on s'en approche.","Panzerglibber sind eng verwandt mit <link=1>Teerglibber</link> und haben die gleiche grundlegende Biologie. Allerdings haben Panzerglibber einen Chitinpanzer, in dem sie ihren Körper einschließen. Ihr Inneres steht unter großer Spannung, um diese stabilere Form beizubehalten, und sie werden größtenteils von ihrem Panzer an Ort und Stelle gehalten. Wenn sie zerbrochen wird, haben sie Schwierigkeiten, ihre Körperstruktur aufrechtzuerhalten und platzen nach kurzer Zeit mit großer Kraft.
 
 Trotz ihres freundlichen Aussehens sind Panzerglibber sehr defensiv und greifen mit verhärteten Schleimstacheln an, wenn sie angegriffen werden."
